#QTL	Publication	TO	type	CO	Location
QSLEN3.2	Chopra et al 2017				3:757282-1882419
QSLEN3.1	Bekele et al 2014				3:62348827-69994558
QSLEN6.2	Chopra et al 2017				6:4309417-4408314
QSLEN6.3	Chopra et al 2017				6:45067370-45155024
QSLEN6.4	Chopra et al 2017				6:45131536-45283313
QSLEN6.1	Bekele et al 2014				6:52163854-53736305
QSLEN9.1	Bekele et al 2014				9:17133-2175125
QSLEN2.1	Bekele et al 2014				2:55942086-58987393
QSLEN8.1	Wang et al 2014b				8:1896920-3249436
QSSFA10.1	McCormick et al 2017				10:5060000-52520000
QSSFA10.2	McCormick et al 2017				10:5550000-52820000
QTBMS3.1	Hufnagel et al 2014				3:6162031-7030484
QTBMS3.2	Hufnagel et al 2014				3:59582432-60273303
QSRKN3.3	Harris-Shultz et al 2015				3:16287613-51468333
QSRKN3.4	Harris-Shultz et al 2015				3:16593583-51269920
QSRKN3.2	Harris-Shultz et al 2015				3:51973498-53094049
QSRKN3.1	Harris-Shultz et al 2015				3:53467626-53760753
QSRKN4.1	Harris-Shultz et al 2015				4:41112317-44577263
QSRKN4.2	Harris-Shultz et al 2015				4:41112317-44577263
QSRKN10.1	Harris-Shultz et al 2015				10:46086904-47616708
QSTKR4.1	Srinivasa Reddy et al 2008				4:11849705-50317629
QSTKR6.1	Srinivasa Reddy et al 2008				6:53639280-56562026
QSTKR2.1	Srinivasa Reddy et al 2008				2:2822214-4840539
QGSTR1.1	Murray et al 2008a				1:1259301-4725230
QGSTR3.1	Sukumaran et al 2012				3:47772100-50124342
QGSTR4.1	Sukumaran et al 2012				4:57430728-60160009
QSTGR1.1	Tao et al 2000				1:57695232-59130547
QSTGR1.2	Wang et al 2014a				1:67191764-67694876
QSTGR1.3	Wang et al 2014a				1:72665664-73669993
QSTGR2.2	Kebede et al 2001				2:14167569-56180173
QSTGR2.3	Wang et al 2014a				2:59573899-59826802
QSTGR2.6	Xu et al 2000				2:60068675-61997085
QSTGR2.4	Xu et al 2000				2:60114626-61943976
QSTGR2.5	Xu et al 2000				2:60190791-61855946
QSTGR2.7	Tao et al 2000				2:60440214-61810943
QSTGR2.8	Tao et al 2000				2:60440214-61810943
QSTGR2.9	Tao et al 2000				2:60440214-61810943
QSTGR2.1	Xu et al 2000				2:60620006-62158177
QSTGR2.11	Xu et al 2000				2:60620006-62158177
QSTGR2.12	Xu et al 2000				2:60620006-62158177
QSTGR2.13	Xu et al 2000				2:60620006-62158177
QSTGR2.10	Subudhi et al 2000				2:60668182-62090219
QSTGR2.14	Subudhi et al 2000				2:61541201-63431325
QSTGR3.2	Wang et al 2014a				3:485007-726414
QSTGR3.3	Tao et al 2000				3:7461203-9984674
QSTGR3.4	Tao et al 2000				3:7461203-9984674
QSTGR3.5	Wang et al 2014a				3:10841026-10905173
QSTGR3.6	Kebede et al 2001				3:55209280-56793727
QSTGR3.7	Subudhi et al 2000				3:55840477-57428017
QSTGR3.9	Subudhi et al 2000				3:57021737-57701441
QSTGR3.8	Subudhi et al 2000				3:57037307-57608112
QSTGR3.10	Xu et al 2000				3:57601610-58259320
QSTGR3.11	Xu et al 2000				3:57601610-58259320
QSTGR3.12	Xu et al 2000				3:57601610-58259320
QSTGR3.13	Xu et al 2000				3:57601610-58259320
QSTGR3.14	Xu et al 2000				3:57601610-58259320
QSTGR3.15	Xu et al 2000				3:57601610-58259320
QSTGR3.16	Xu et al 2000				3:57601610-58259320
QSTGR3.17	Xu et al 2000				3:57601610-58259320
QSTGR3.21	Xu et al 2000				3:62348935-67617973
QSTGR3.23	Xu et al 2000				3:62348986-67120279
QSTGR3.24	Xu et al 2000				3:62581509-66578014
QSTGR3.22	Xu et al 2000				3:62613208-66560207
QSTGR3.18	Xu et al 2000				3:62718557-66274110
QSTGR3.19	Xu et al 2000				3:62718557-66274110
QSTGR3.20	Xu et al 2000				3:62718557-66274110
QSTGR3.25	Xu et al 2000				3:62725175-66497308
QSTGR3.27	Subudhi et al 2000				3:63018047-67658638
QSTGR3.26	Subudhi et al 2000				3:63511766-67091719
QSTGR4.1	Kebede et al 2001				4:43661002-50999600
QSTGR4.3	Kebede et al 2001				4:52876585-54619986
QSTGR4.2	Kebede et al 2001				4:52896500-53825306
QSTGR5.1	Xu et al 2000				5:10879956-58219061
QSTGR5.2	Xu et al 2000				5:10879956-58219061
QSTGR5.3	Subudhi et al 2000				5:10923140-62813315
QSTGR5.4	Xu et al 2000				5:11066441-61189149
QSTGR5.5	Kebede et al 2001				5:12788129-61572575
QSTGR6.2	Kebede et al 2001				6:4422921-41537216
QSTGR6.1	Kebede et al 2001				6:16625597-39226580
QSTGR7.1	Subudhi et al 2000				7:1537979-2645015
QSTGR7.2	Kebede et al 2001				7:6866789-44966515
QSTGR8.1	Wang et al 2014a				8:3146917-3223500
QSTGR8.2	Wang et al 2014a				8:57005596-57114459
QSTGR9.1	Tao et al 2000				9:7977535-46510061
QSTGR10.1	Kebede et al 2001				10:1535293-3125356
QSTGR10.2	Wang et al 2014a				10:3628037-5707489
QSTGR10.3	Tao et al 2000				10:7240487-9058452
QSTGR10.4	Tao et al 2000				10:7240487-9058452
QSTGR10.5	Tao et al 2000				10:7240487-9058452
QSTGR10.6	Wang et al 2014a				10:56458477-56530772
QSTHK1.4	Zhao et al 2016				1:4064361-4236417
QSTHK1.5	Zhao et al 2016				1:4068893-4718283
QSTHK1.6	Zhao et al 2016				1:6977595-7187208
QSTHK1.1	Mantilla Perez et al 2014				1:14515695-14641533
QSTHK1.2	Mantilla Perez et al 2014				1:52481286-53041895
QSTHK1.3	Mantilla Perez et al 2014				1:63762014-64473632
QSTHK1.7	Zhao et al 2016				1:65946237-66353668
QSTHK2.3	Zhao et al 2016				2:1212467-1270533
QSTHK2.4	Zhao et al 2016				2:3808973-3954757
QSTHK2.1	Mantilla Perez et al 2014				2:61967494-62028312
QSTHK2.2	Mantilla Perez et al 2014				2:71448036-71900804
QSTHK3.4	Zhao et al 2016				3:1942783-2167895
QSTHK3.5	Zhao et al 2016				3:1942904-2170528
QSTHK3.6	Zhao et al 2016				3:3119239-4294583
QSTHK3.7	Zhao et al 2016				3:3837157-4549924
QSTHK3.8	Zhao et al 2016				3:5280765-5423488
QSTHK3.1	Mantilla Perez et al 2014				3:7002635-7312470
QSTHK3.2	Mantilla Perez et al 2014				3:7005177-7317307
QSTHK3.9	Zhao et al 2016				3:10853027-10917174
QSTHK3.10	Zhao et al 2016				3:10867137-10931284
QSTHK3.11	Zhao et al 2016				3:10906221-10970368
QSTHK3.12	Zhao et al 2016				3:10914569-10978715
QSTHK3.13	Zhao et al 2016				3:10921883-10986030
QSTHK3.3	Mantilla Perez et al 2014				3:13454753-14001049
QSTHK3.14	Zhao et al 2016				3:53326278-53619405
QSTHK3.15	Zhao et al 2016				3:57262994-57319470
QSTHK3.16	Zhao et al 2016				3:62533096-62756128
QSTHK3.17	Zhao et al 2016				3:65325599-65434270
QSTHK3.18	Zhao et al 2016				3:71355757-71699346
QSTHK3.19	Zhao et al 2016				3:71472441-71793438
QSTHK3.20	Zhao et al 2016				3:71997455-72258061
QSTHK4.1	Zhao et al 2016				4:1301007-1397004
QSTHK4.2	Zhao et al 2016				4:11477259-11897247
QSTHK4.3	Zhao et al 2016				4:56073091-56143412
QSTHK5.1	Mantilla Perez et al 2014				5:1044889-1188516
QSTHK5.2	Zhao et al 2016				5:63088589-63838209
QSTHK7.1	Zhao et al 2016				7:2770762-2877730
QSTHK7.2	Zhao et al 2016				7:39543341-48295852
QSTHK7.3	Zhao et al 2016				7:59548025-59551501
QSTHK8.3	Zhao et al 2016				8:5070472-5404667
QSTHK8.4	Zhao et al 2016				8:5928256-6344878
QSTHK8.5	Zhao et al 2016				8:58484367-58829544
QSTHK8.1	Mantilla Perez et al 2014				8:60532988-60654055
QSTHK8.2	Mantilla Perez et al 2014				8:60533160-60656067
QSTHK10.1	Zhao et al 2016				10:3302017-3484581
QSTHK10.2	Zhao et al 2016				10:3441666-4611039
QSTHK10.3	Zhao et al 2016				10:-
QSTCI2.1	Vandenbrink et al 2013				2:58806729-60003530
QSTCI3.1	Vandenbrink et al 2013				3:50271212-53354674
QSTDM1.1	Shehzad and Okuno 2015				1:7418019-15365770
QSTDM1.2	Shehzad and Okuno 2015				1:7450085-15049768
QSTDM1.4	Shehzad and Okuno 2015				1:59479729-61376835
QSTDM1.3	Shehzad and Okuno 2015				1:59544933-61303240
QSTDM1.5	Sakhi et al 2013				1:63673192-63977698
QSTDM1.6	Sakhi et al 2013				1:63673192-63977698
QSTDM1.7	Shehzad and Okuno 2015				1:78396426-80878678
QSTDM2.1	Shiringani et al 2010				2:58733562-59384791
QSTDM3.1	Shehzad and Okuno 2015				3:0-2057042
QSTDM3.2	Shehzad and Okuno 2015				3:0-5415510
QSTDM3.3	Shiringani et al 2010				3:16435677-51381887
QSTDM3.4	Shiringani et al 2010				3:63660172-68225538
QSTDM3.5	Phuong et al 2013				3:68127393-69146412
QSTDM3.6	Phuong et al 2013				3:69144989-70571528
QSTDM4.1	Shehzad and Okuno 2015				4:2651777-11222066
QSTDM4.2	Shehzad and Okuno 2015				4:4415864-7407064
QSTDM4.4	Shehzad and Okuno 2015				4:8751178-57384013
QSTDM4.3	Shiringani et al 2010				4:49487969-53293355
QSTDM4.5	Zou et al 2012				4:55867687-60540376
QSTDM5.1	Shehzad and Okuno 2015				5:6250763-65177477
QSTDM5.2	Shehzad and Okuno 2015				5:7530142-64995018
QSTDM5.3	Mocoeur et al 2015				5:11795164-64374935
QSTDM6.1	Zou et al 2012				6:27998068-43988726
QSTDM6.2	Zou et al 2012				6:38796299-44028792
QSTDM6.3	Phuong et al 2013				6:45017902-45349643
QSTDM6.4	Phuong et al 2013				6:45049575-46155377
QSTDM6.5	Shiringani et al 2010				6:49129002-50934058
QSTDM7.1	Shiringani et al 2010				7:6732163-9108289
QSTDM8.1	Shiringani et al 2010				8:55702264-57553924
QSTDM9.1	Shiringani et al 2010				9:57978777-59398238
QSTDM10.2	Phuong et al 2013				10:14005746-52477513
QSTDM10.1	Phuong et al 2013				10:41745111-50904547
QSHYP3.1	Vandenbrink et al 2013				3:3933578-6050762
QSHYP3.2	Vandenbrink et al 2013				3:4369970-6121983
QSHYP5.1	Vandenbrink et al 2013				5:1969236-2801812
QSHYP5.2	Vandenbrink et al 2013				5:2002593-2871674
QSHYP5.3	Vandenbrink et al 2013				5:10849329-54805398
QSHYP7.1	Vandenbrink et al 2013				7:6736175-10031177
QSHYP7.2	Vandenbrink et al 2013				7:9102901-54911615
QSHYP9.1	Vandenbrink et al 2013				9:47754683-49625977
QSHYP9.2	Vandenbrink et al 2013				9:48095428-50615129
QSHYP9.3	Vandenbrink et al 2013				9:50871162-54002358
QSHYP9.4	Vandenbrink et al 2013				9:51547371-53858477
QSILN1.1	Hilley et al 2016			CO_324:0000139	1:57814833-67709468
QSILN6.1	Hilley et al 2016			CO_324:0000139	6:21205500-44995144
QSILN7.1	Hilley et al 2016			CO_324:0000139	7:53924374-57857968
QSILN9.1	Hilley et al 2016			CO_324:0000139	9:53891036-57860484
QSSUG1.1	Vandenbrink et al 2013				1:71788234-74460838
QSSUG2.2	Vandenbrink et al 2013				2:9251098-10275392
QSSUG2.1	Vandenbrink et al 2013				2:9267907-10213838
QSSUG3.1	Vandenbrink et al 2013				3:3688726-6062072
QSSUG3.2	Vandenbrink et al 2013				3:3782617-6142828
QSSUG3.3	Vandenbrink et al 2013				3:4676158-6107475
QSSUG3.4	Vandenbrink et al 2013				3:57345729-58287356
QSSUG5.1	Vandenbrink et al 2013				5:1978678-2839029
QSSUG5.2	Vandenbrink et al 2013				5:1979515-2920809
QSSUG5.3	Vandenbrink et al 2013				5:2019768-2999828
QSSUG5.4	Vandenbrink et al 2013				5:10921568-51942871
QSSUG6.1	Ritter et al 2008				6:40696180-43627403
QSSUG7.2	Vandenbrink et al 2013				7:8906127-54929744
QSSUG7.3	Vandenbrink et al 2013				7:10045296-57686969
QSSUG7.1	Ritter et al 2008				7:61608247-64041401
QSSUG8.1	Vandenbrink et al 2013				8:3164795-4028484
QSSUG9.1	Vandenbrink et al 2013				9:47754996-49567878
QSSUG9.2	Vandenbrink et al 2013				9:47926769-49729449
QSSUG9.3	Vandenbrink et al 2013				9:49456206-51913046
QSSUG9.4	Vandenbrink et al 2013				9:52514156-55134901
QSWDT1.2	Takai et al 2012				1:67835227-68005652
QSWDT1.3	Takai et al 2012				1:67878682-67962197
QSWDT1.1	Takai et al 2012				1:67879959-67960920
QSWDT4.1	Murray et al 2008a				4:61553642-61928063
QSWDT6.1	Takai et al 2012				6:470799-1476952
QSWDT6.3	Takai et al 2012				6:2290262-4058464
QSWDT6.2	Takai et al 2012				6:2496085-3796276
QSTCD1.1	Ortiz et al 2017				1:3989757-4161813
QSTCD1.2	Ortiz et al 2017				1:3989760-4161816
QSTCD1.3	Ortiz et al 2017				1:3989764-4161821
QSTCD1.4	Ortiz et al 2017				1:4139920-4782605
QSTCD1.11	Ortiz et al 2017				1:17563784-18927931
QSTCD1.12	Ortiz et al 2017				1:17563787-18927937
QSTCD1.13	Ortiz et al 2017				1:17566010-18932238
QSTCD1.14	Ortiz et al 2017				1:17566012-18932242
QSTCD1.15	Ortiz et al 2017				1:17566025-18932267
QSTCD1.22	Ortiz et al 2017				1:17664388-19122611
QSTCD1.23	Ortiz et al 2017				1:17664395-19122624
QSTCD1.24	Ortiz et al 2017				1:24652304-38435979
QSTCD1.5	Ortiz et al 2017				1:62323929-63100579
QSTCD1.6	Ortiz et al 2017				1:62324012-63101210
QSTCD1.7	Ortiz et al 2017				1:62324012-63101211
QSTCD1.25	Ortiz et al 2017				1:62327322-63126443
QSTCD1.16	Ortiz et al 2017				1:63548099-63770547
QSTCD1.17	Ortiz et al 2017				1:63551742-63774189
QSTCD1.18	Ortiz et al 2017				1:63551841-63774288
QSTCD1.8	Ortiz et al 2017				1:63555781-63778228
QSTCD1.19	Ortiz et al 2017				1:63555781-63778228
QSTCD1.20	Ortiz et al 2017				1:69570526-69809682
QSTCD1.9	Ortiz et al 2017				1:77766118-77954770
QSTCD1.21	Ortiz et al 2017				1:77766118-77954770
QSTCD1.10	Ortiz et al 2017				1:79989512-80571143
QSTCD3.1	Ortiz et al 2017				3:1945887-2235348
QSTCD3.2	Ortiz et al 2017				3:5304688-5430747
QSTCD3.6	Ortiz et al 2017				3:6954060-7220021
QSTCD3.3	Ortiz et al 2017				3:14343291-14803978
QSTCD3.7	Ortiz et al 2017				3:65325531-65434201
QSTCD3.8	Ortiz et al 2017				3:67910429-68205213
QSTCD3.9	Ortiz et al 2017				3:67910439-68205215
QSTCD3.4	Ortiz et al 2017				3:69948314-70091020
QSTCD3.5	Ortiz et al 2017				3:72259690-72276001
QSTCD4.5	Ortiz et al 2017				4:9608822-10135566
QSTCD4.1	Ortiz et al 2017				4:53785751-54700203
QSTCD4.2	Ortiz et al 2017				4:54937747-55829992
QSTCD4.3	Ortiz et al 2017				4:54939001-55830001
QSTCD4.4	Ortiz et al 2017				4:54939093-55830002
QSTCD5.1	Ortiz et al 2017				5:67936235-68660797
QSTCD5.2	Ortiz et al 2017				5:67936237-68660802
QSTCD6.1	Ortiz et al 2017				6:49500009-49647577
QSTCD6.3	Ortiz et al 2017				6:49500009-49647577
QSTCD6.2	Ortiz et al 2017				6:53759362-53891276
QSTCD6.4	Ortiz et al 2017				6:54772515-54889139
QSTCD6.5	Ortiz et al 2017				6:54772549-54889173
QSTCD6.6	Ortiz et al 2017				6:54772778-54889402
QSTCD6.7	Ortiz et al 2017				6:54772793-54889417
QSTCD7.1	Ortiz et al 2017				7:57764171-57793002
QSTCD8.14	Ortiz et al 2017				8:8355441-53303900
QSTCD8.15	Ortiz et al 2017				8:8355441-53303900
QSTCD8.23	Ortiz et al 2017				8:8358903-53305314
QSTCD8.24	Ortiz et al 2017				8:8358904-53305315
QSTCD8.16	Ortiz et al 2017				8:8360183-53305837
QSTCD8.17	Ortiz et al 2017				8:53222043-53318917
QSTCD8.25	Ortiz et al 2017				8:53222043-53318917
QSTCD8.18	Ortiz et al 2017				8:53223081-53319954
QSTCD8.19	Ortiz et al 2017				8:53224587-53321460
QSTCD8.1	Ortiz et al 2017				8:53229824-53326697
QSTCD8.2	Ortiz et al 2017				8:53231778-53328652
QSTCD8.20	Ortiz et al 2017				8:53231778-53328652
QSTCD8.3	Ortiz et al 2017				8:53232579-53329452
QSTCD8.21	Ortiz et al 2017				8:53232579-53329452
QSTCD8.4	Ortiz et al 2017				8:53431084-53576659
QSTCD8.5	Ortiz et al 2017				8:53434383-53745725
QSTCD8.26	Ortiz et al 2017				8:53434639-53758862
QSTCD8.27	Ortiz et al 2017				8:53434639-53758863
QSTCD8.28	Ortiz et al 2017				8:53436549-53843595
QSTCD8.29	Ortiz et al 2017				8:53436549-53843595
QSTCD8.30	Ortiz et al 2017				8:53436549-53843595
QSTCD8.6	Ortiz et al 2017				8:53436697-53843629
QSTCD8.7	Ortiz et al 2017				8:53436867-53843668
QSTCD8.8	Ortiz et al 2017				8:53436867-53843668
QSTCD8.31	Ortiz et al 2017				8:53436868-53843669
QSTCD8.32	Ortiz et al 2017				8:53436901-53843676
QSTCD8.33	Ortiz et al 2017				8:53437159-53843735
QSTCD8.34	Ortiz et al 2017				8:53437523-53843819
QSTCD8.9	Ortiz et al 2017				8:53437676-53843854
QSTCD8.35	Ortiz et al 2017				8:53437676-53843854
QSTCD8.36	Ortiz et al 2017				8:53437734-53843867
QSTCD8.10	Ortiz et al 2017				8:53437854-53844037
QSTCD8.37	Ortiz et al 2017				8:53437854-53844037
QSTCD8.11	Ortiz et al 2017				8:53437930-53846499
QSTCD8.38	Ortiz et al 2017				8:53437941-53846869
QSTCD8.12	Ortiz et al 2017				8:53438211-53855707
QSTCD8.13	Ortiz et al 2017				8:53438301-53858640
QSTCD8.39	Ortiz et al 2017				8:53438301-53858640
QSTCD8.22	Ortiz et al 2017				8:59481281-59610445
QSTCD8.40	Ortiz et al 2017				8:59785791-59921050
QSTCD9.5	Ortiz et al 2017				9:8157471-8157575
QSTCD9.6	Ortiz et al 2017				9:48483357-49461735
QSTCD9.1	Ortiz et al 2017				9:53029938-53853568
QSTCD9.2	Ortiz et al 2017				9:57639407-57894017
QSTCD9.3	Ortiz et al 2017				9:57928355-57938211
QSTCD9.7	Ortiz et al 2017				9:57928355-57938211
QSTCD9.4	Ortiz et al 2017				9:57928356-57938212
QSTCD9.8	Ortiz et al 2017				9:57928356-57938212
QSTCD10.1	Ortiz et al 2017				10:1714266-2956087
QSTCD10.2	Ortiz et al 2017				10:13967670-41745111
QSTCD10.3	Ortiz et al 2017				10:13967670-41745111
QSTCD10.4	Ortiz et al 2017				10:14008906-41745111
QSTCD10.5	Ortiz et al 2017				10:14016056-41745111
QSTCD10.6	Ortiz et al 2017				10:14016056-41745111
QSTCD10.7	Ortiz et al 2017				10:14016056-41745111
QSTCD10.8	Ortiz et al 2017				10:14017431-41745111
QSTCD10.9	Ortiz et al 2017				10:14017741-41745111
QSTCD10.10	Ortiz et al 2017				10:14017741-41745111
QSTCD10.11	Ortiz et al 2017				10:14017741-41745111
QSTCD10.12	Ortiz et al 2017				10:14018032-41745111
QSTCD10.13	Ortiz et al 2017				10:14018033-41745111
QSTCD10.14	Ortiz et al 2017				10:14018033-41745111
QSTCD10.15	Ortiz et al 2017				10:14023159-41745111
QSTCD10.16	Ortiz et al 2017				10:14023160-41745111
QSTCD10.17	Ortiz et al 2017				10:14032692-41855819
QSTCD10.18	Ortiz et al 2017				10:14032866-41860613
QSTMD2.1	Kapanigowda et al 2014				2:59098862-60308292
QSTMD7.1	Kapanigowda et al 2014				7:61943655-65460255
QSTMD7.2	Kapanigowda et al 2014				7:61943655-65460255
QSTMC1.1	Gelli et al 2016				1:67914795-71357450
QSTMC6.1	Gelli et al 2016				6:47632291-48856632
QSTMC6.3	Gelli et al 2016				6:51525997-53467165
QSTMC6.2	Gelli et al 2016				6:52085420-52867011
QSUCR1.1	Shiringani et al 2010				1:15687908-24163516
QSUCR1.2	Ritter et al 2008				1:57269344-60883884
QSUCR2.1	Shiringani et al 2010				2:60321767-61826204
QSUCR3.1	Murray et al 2008a				3:55666852-57018790
QSUCR4.1	Shiringani et al 2010				4:11114593-45026101
QSUCR4.2	Shiringani et al 2010				4:62290754-63309330
QSUCR5.1	Ritter et al 2008				5:1275978-1954766
QSUCR6.2	Ritter et al 2008				6:41944062-43281062
QSUCR6.1	Ritter et al 2008				6:42387692-42909891
QSUCR6.3	Shiringani et al 2010				6:57711430-60076007
QSUCR7.2	Ritter et al 2008				7:6850802-45668220
QSUCR8.2	Ritter et al 2008				8:58769791-59800162
QSUCR10.1	Shiringani et al 2010				10:8792441-49514381
QSUCR10.2	Ritter et al 2008				10:47774783-50424776
QSUCR10.3	Ritter et al 2008				10:58169533-60429477
QSUCR7.1	Ritter et al 2008				7:2645386-3348279
QSUCR8.1	Ritter et al 2008				8:57524318-58304685
QSUGY1.1	Murray et al 2008a				1:7269955-12494072
QSUGY1.2	Shiringani et al 2010				1:15843687-24076137
QSUGY1.3	Felderhoff et al 2012				1:23935313-58925281
QSUGY1.4	Ritter et al 2008				1:57269344-60883884
QSUGY1.5	Shiringani et al 2010				1:78456246-80878678
QSUGY2.1	Shiringani et al 2010				2:57075609-58796635
QSUGY2.2	Shiringani et al 2010				2:65358980-67950029
QSUGY3.1	Ritter et al 2008				3:16242249-51973986
QSUGY3.2	Murray et al 2008a				3:55595282-57025530
QSUGY4.1	Shiringani et al 2010				4:11435563-44457037
QSUGY4.2	Shiringani et al 2010				4:62569356-63226271
QSUGY5.1	Ritter et al 2008				5:1302486-1948396
QSUGY6.1	Felderhoff et al 2012				6:2435952-23462114
QSUGY6.2	Ritter et al 2008				6:41944062-43281062
QSUGY6.4	Burks et al 2015				6:49769866-50664002
QSUGY6.5	Burks et al 2015				6:49772502-50669531
QSUGY6.6	Burks et al 2015				6:49772502-50669531
QSUGY6.3	Shiringani et al 2010				6:58206676-61260478
QSUGY7.1	Shiringani et al 2010				7:6364914-7520095
QSUGY7.2	Felderhoff et al 2012				7:6943853-57695504
QSUGY7.3	Felderhoff et al 2012				7:7710933-57707613
QSUGY7.4	Murray et al 2008a				7:59419002-59551223
QSUGY7.5	Murray et al 2008a				7:59527080-59548540
QSUGY8.1	Shiringani et al 2010				8:53341677-57107425
QSUGY8.2	Shiringani et al 2010				8:58833432-59775224
QSUGY9.1	Shiringani et al 2010				9:2953010-4866202
QSUGY9.2	Shiringani et al 2010				9:52500363-56752130
QSUGY9.3	Felderhoff et al 2012				9:54269412-58012326
QSURV1.3	Bekele et al 2014				1:14642777-50940556
QSURV1.2	Bekele et al 2014				1:52958542-58778325
QSURV1.1	Bekele et al 2014				1:77174548-80878678
QSURV2.1	Bekele et al 2014				2:51843013-56243153
QSURV2.2	Bekele et al 2014				2:56219639-58842816
QSURV3.1	Parra-Londono et al 2018				3:59075632-59151697
QSURV4.1	Bekele et al 2014				4:12468664-51327055
QSURV4.2	Bekele et al 2014				4:61305216-65080208
QSURV6.1	Bekele et al 2014				6:47812728-52065118
QSURV6.3	Bekele et al 2014				6:49081030-50942310
QSURV6.2	Bekele et al 2014				6:50897808-50942267
QSURV6.5	Parra-Londono et al 2018				6:53016495-53325857
QSURV6.4	Bekele et al 2014				6:54051139-57986571
QSURV7.1	Bekele et al 2014				7:3317433-55141426
QSURV7.2	Bekele et al 2014				7:63584432-65460255
QSURV9.1	Bekele et al 2014				9:17133-1205430
QSURV9.2	Parra-Londono et al 2018				9:1411700-1448119
QSURV10.1	Bekele et al 2014				10:8466134-51741414
QSURV10.2	Parra-Londono et al 2018				10:58359007-58515803
QORGP5.1	Mace and Jordan 2010				5:12341835-13011611
QTANN2.1	Rhodes et al 2017b				2:57081153-58418551
QTANN3.1	Rhodes et al 2017b				3:8194006-9312409
QTANN4.9	Rhodes et al 2017b				4:51182357-51414031
QTANN4.6	Rhodes et al 2017b				4:57406934-60076806
QTANN4.7	Rhodes et al 2017b				4:57406934-60076806
QTANN4.2	Rhodes et al 2017b				4:61770694-61895317
QTANN4.4	Rhodes et al 2017b				4:61861288-61895418
QTANN4.8	Rhodes et al 2017b				4:61861402-61895532
QTANN4.3	Rhodes et al 2017b				4:61869044-61903174
QTANN4.5	Rhodes et al 2017b				4:61925703-61972406
QTANN4.1	Cuevas et al 2017				4:62203506-62377718
QTANN5.1	Rhodes et al 2017b				5:10853804-10920753
QTANN5.2	Rhodes et al 2017b				5:11135689-11160943
QTANN7.3	Rhodes et al 2017b				7:59550329-59553804
QTANN7.2	Rhodes et al 2017b				7:59550433-59553908
QTANN7.1	Rhodes et al 2017b				7:59550435-59553911
QTANN9.1	Rhodes et al 2017b				9:52531580-52667140
QTLSR3.1	Mohan et al 2010				3:69625917-72276082
QTLSR6.1	Mohan et al 2010				6:54886018-55158919
QTLSR6.2	Mohan et al 2009				6:55456406-55752544
QTHRP3.1	Rami et al 1998				3:63142425-67137216
QTHGT1.1	Feltus et al 2006				1:0-10384146
QTHGT1.2	Hart et al 2001				1:22334383-52225029
QTHGT1.3	Feltus et al 2006				1:77174548-80878678
QTHGT6.1	Feltus et al 2006				6:3721369-39450587
QTHGT6.2	Feltus et al 2006				6:21046774-44929023
QTHGT7.1	Feltus et al 2006				7:59533245-61194122
QTHGT7.2	Hart et al 2001				7:61208504-61729096
QTHGT7.3	Feltus et al 2006				7:62056310-63903657
QTNUM1.1	Alam et al 2014			CO_324:0000040	1:2236311-4032018
QTNUM1.2	Kong et al 2014			CO_324:0000040	1:4927104-7408599
QTNUM1.31	Mace and Jordan 2010			CO_324:0000040	1:8955689-10171124
QTNUM1.3	Hart et al 2001			CO_324:0000040	1:11644251-12441252
QTNUM1.4	Paterson et al 1995b			CO_324:0000040	1:14399695-55814067
QTNUM1.28	Zhao et al 2016			CO_324:0000040	1:17036245-17411957
QTNUM1.27	Mocoeur et al 2015			CO_324:0000040	1:22648463-58813972
QTNUM1.9	Kong et al 2014			CO_324:0000040	1:24715726-64842375
QTNUM1.10	Kong et al 2014			CO_324:0000040	1:24715726-64842375
QTNUM1.11	Kong et al 2014			CO_324:0000040	1:24715726-64842375
QTNUM1.12	Kong et al 2014			CO_324:0000040	1:24715726-64842375
QTNUM1.13	Kong et al 2014			CO_324:0000040	1:24715726-64842375
QTNUM1.14	Kong et al 2014			CO_324:0000040	1:24715726-64842375
QTNUM1.15	Kong et al 2014			CO_324:0000040	1:24715726-64842375
QTNUM1.16	Kong et al 2014			CO_324:0000040	1:24715726-67915858
QTNUM1.17	Kong et al 2014			CO_324:0000040	1:24715726-69580769
QTNUM1.7	Feltus et al 2006			CO_324:0000040	1:51988023-60671740
QTNUM1.5	Zou et al 2012			CO_324:0000040	1:52053599-58810609
QTNUM1.6	Alam et al 2014			CO_324:0000040	1:53691978-58881564
QTNUM1.8	Alam et al 2014			CO_324:0000040	1:53932690-60399074
QTNUM1.29	Zhao et al 2016			CO_324:0000040	1:58590267-58692212
QTNUM1.18	Hart et al 2001			CO_324:0000040	1:64492454-64892619
QTNUM1.19	Takai et al 2012			CO_324:0000040	1:65382186-66895973
QTNUM1.21	Takai et al 2012			CO_324:0000040	1:67772936-68067943
QTNUM1.20	Takai et al 2012			CO_324:0000040	1:67793896-68046984
QTNUM1.22	Shiringani et al 2010			CO_324:0000040	1:67999907-71116208
QTNUM1.24	Kong et al 2014			CO_324:0000040	1:69580769-77174548
QTNUM1.25	Kong et al 2014			CO_324:0000040	1:71170297-77174548
QTNUM1.26	Kong et al 2014			CO_324:0000040	1:71170297-77174548
QTNUM1.23	Alam et al 2014			CO_324:0000040	1:73396932-73867727
